Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,inventory-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.028200529603247336,0.022435186417616867,0.008339107001260554,0.33936999999999995,0.072378,0.072378,0.10845061313926925,0.01958648904937203,0.01473723860447281,0.1260039618224383,0.023383405826345606,0.005350583258358491,0.0035545455546544336,0.00131636970343997,-0.0005571417006651738,0.023618487525583567,0.004016290383392047,0.00015162159966319768,0.001684857989196724,-1.1563628681505422e-05
2021-12-31,0.04274494150189184,0.025617818004348016,0.016506374391560268,0.24763400000000002,0.063079,0.063079,0.12354466206487273,0.006889951261527249,0.005296628143335298,0.07430217900234108,0.020414929076424077,0.004178388834874153,0.004551750836251898,0.00047354809699863787,-9.139217060181716e-05,0.0050053110184201674,0.0008011486979153691,8.972088248111026e-05,0.0038528663530231744,0.003326841146504134
2020-12-31,0.06143285226768015,0.028010707366490674,0.046354271310673864,-0.037438,-0.7293949999999999,-0.7293949999999999,-0.5650639007716786,-0.4719531207943916,-0.40974975482239184,0.04275166576625248,0.04978122555540609,0.0032392827410488772,0.005871374710179218,-0.05307514712301535,0.003371164540380078,-0.2228334930956761,-0.03551678949230409,3.550753004261731e-05,-0.006574594877156299,-0.005297290886415146
2019-12-31,0.02295509616627968,0.010831595604655634,0.0017319812106136344,0.35399,0.140788,0.140788,0.18611396953229467,0.0682488726381303,0.057355158570809674,0.131172339276067,0.024188451937880218,0.005533445722805634,0.0034370895223418494,0.0020404739491025367,0.04459988279181681,0.0956890074872406,0.01633788593741955,0.00035295403682667235,0.0009741766858337689,0.0009944350036970257
2018-12-31,0.019188279014330772,0.011127379209370424,0.0017014743171282144,0.368829,0.118457,0.118457,0.16250235383851622,0.059998633500763995,0.05008183898476676,0.13279308481901675,0.026491886263196967,0.0064517559567204225,0.002947878090781896,0.001889978542916796,-0.016495359121457658,0.08457991139666832,0.014894622412896777,0.00029735506791441087,0.0011009583551141312,0.0004055423879263857
2017-12-31,0.023140625966301044,0.010195660854518833,0.0016802624927516336,0.403155,0.145024,0.145024,0.18929331585945064,0.06920283403659734,0.044063534652334195,0.13803349540788762,0.018409538187126637,0.005814341013131292,0.0032710411555204413,0.001681501680278942,-0.00588069787286127,0.07735433560454934,0.013919242351010592,0.0002617278844236323,-0.0009091827844572226,-0.001296905432125762
2016-12-31,0.02748652097892269,0.009920582102134078,0.0014221455736523401,0.42795900000000003,0.177338,0.177338,0.21412417235233586,0.08335593578281772,0.060141756206924246,0.13859175220601477,0.02523823047297331,0.0064213180745251045,0.002961852458286668,0.0022444345690439504,-0.006911436551677924,0.10600792766651987,0.01884356215940592,0.00024838430914905714,-0.00010566300749259454,-0.00041940391717921587
2015-12-31,0.029049468991223883,0.011361048257095108,0.0018294602687037645,0.32778100000000004,0.191677,0.191677,0.22516771693831705,0.09101195479786163,0.0628881978795389,0.1379614622726454,0.03911812624247044,0.006769741116741037,0.0028094062227656874,0.002742240214150105,-0.00460732353603067,0.11034094147516776,0.021336781420193233,0.00020580393083735257,0.0013957483882209444,0.0011132216380695412
2014-12-31,0.030561817967155604,0.014502270139166185,0.002612629424899774,0.20291399999999998,0.054654999999999995,0.054654999999999995,0.09370940222963194,0.013747810495542315,0.00923417487413085,0.13459391320007202,0.03762721153510804,0.004208557949897767,0.0045191181290043505,0.0004915670507554681,-0.00045711966118855917,0.015807404336899922,0.003165313840680449,0.0001577519923776322,0.00021083812510890398,0.00032678369898985035
2013-12-31,0.03834282533774857,0.013514352899418783,0.0023216222612615126,0.227226,0.090011,0.090011,0.12734979657128945,0.034628332912341145,0.15781576443946235,0.1301818836664866,0.0273629981714821,0.007872324842754406,0.002415921535089699,0.005951086527791655,-0.014533756615232183,0.26129562942045137,0.040829766490110005,0.000201998655745212,0.0008142533542428995,0.0006351100675842209
2012-12-31,0.03504826585858131,0.03662096809973823,-0.0142140673482574,0.20109100000000002,0.059313000000000005,0.059313000000000005,0.10200347321949949,0.014468328274525556,0.015562415375548751,0.14822618404466056,0.02853613938587707,0.007276803982054416,0.0026136409989640976,-0.0031126378538709524,-0.00023537696220094192,0.029338842975206614,0.00936140634109153,-3.697291548182671e-05,-0.00015504443282801883,-0.00047232975614456765
2011-12-31,0.0342105707009091,0.033530029430468664,-0.023544886722899453,0.20076899999999998,0.056243999999999995,0.056243999999999995,0.09996633297637413,0.01133521468531179,0.013754831441101381,0.14538087520259318,0.052272593655491285,0.007547788482923542,0.002519806455785551,-0.004021546487717398,-0.00020750806338847851,0.02543200601051841,0.006786137229206426,-2.439748580038555e-05,-5.575884300400767e-07,3.873074350055502e-05
2010-12-31,0.036082735046579224,0.027694218909445848,0.04052483296879979,0.23092400000000002,0.069816,0.069816,0.11812084749599133,0.009910742754448369,0.010561583977431217,0.13241491085899512,0.07652741033037881,0.007327197826748649,0.0025956650922626208,0.004345933672369273,-0.00016832117676086317,0.017786730226171665,0.0034985790759592275,1.587402412272603e-05,0.0005896149154905035,0.0005757723447666242
2009-12-31,0.045859593296189896,0.02912285372021829,0.16730147221977928,0.163276,-0.011545000000000001,-0.011545000000000001,0.05361330855541839,-0.029161300741636403,-0.02493006641004555,0.11541509094183325,0.0715536423379121,0.006968225673043392,0.0027293754388315874,-0.0331912941040353,0.00033340421600856166,-0.03659291691494598,-0.006456858221511345,4.622168386377234e-06,0.0005811116919323924,7.931463262314616e-05
